"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1000845|"Frederik Lüttichau"|"Landbrug & Fødevarer (Tolvmandssektionens bestyrelse )"|""|"Frederik Lüttichau,"|838
1001049|"Frederik Lüttichau"|"Det Kongelige Danske Landhusholdningsselskab (præsidie)"|"Præsident"|"Frederik Lüttichau, Godsejer , Præsident"|838
1000995|"Frederik Madsen"|"Margarine Foreningen"|"Sekretariatschef"|"Frederik Madsen, Sekretariatschef"|839
1000121|"Fritz H. Schur"|"DI (Hovedbestyrelse)"|""|"Fritz H. Schur, K.p.p. Bestyrelsesformand Post Danmark A/S"|840
1000788|"Frode Lehmann"|"Dansk Kvæg (bestyrelse)"|""|"Frode Lehmann, Mejeriforeningen"|841
1000843|"Frode Lehmann"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Frode Lehmann,, Mejeriforeningen"|841
1000152|"Frode Møller Nicolaisen"|"Kooperationen - Den kooperative Arbejdsgiver- og Interesseorganisation i Danmark (Bestyrelse)"|""|"Forstander Frode Møller Nicolaisen LO-Skolen"|842
1000977|"Geert Rytter"|"Dansk Akvakultur (Skaldyr)"|""|"Geert Rytter,"|843
1000944|"Geir Gåsland"|"Professionel Elektronik (bestyrelse)"|""|"Geir Gåsland, Altoo, Suppleant"|844
1000798|"Georg Andersen"|"Børsmæglerforeningen (bestyrelse)"|"Næstformand"|"Georg Andersen, (næstformand), Direktør Nykredit Bank"|845
1001028|"Georg Anneberg"|"ITD - International Transport Danmark (bestyrelse)"|""|"Georg Anneberg, Anneberg Transport A/S, Bestyrelsesmedlem"|846
1000854|"Georg Heerdegen Parsbo"|"Dagligvareleverandørerne (Markedsudvalg)"|""|"Georg HeerdegenParsbo , Dr. OetkerDanmark A/S"|847
1001068|"Georges Regnier"|"Dansk-Fransk Handelsunion (bestyrelse)"|""|"Georges Regnier, Directeur Ubifrance Conseiller Commercial Ambassade de France"|848
1000104|"Gerner Wolff-Sneedorff"|"Gartneri-, Land- og Skovbrugets Arbejdsgivere (Bestyrelse og direktion)"|"Formand,"|"godsejer"|849
1001028|"Gert Andersen"|"ITD - International Transport Danmark (bestyrelse)"|""|"Gert Andersen, Farsø Vognmandsforretning A/S, Bestyrelsesmedlem"|850
1000826|"Gert Bonde Harup"|"Byggesocietetet (Netværksgruppe3 i København)"|"Styregruppe"|"Gert Bonde Harup, Projektleder - Arkitekt MAA Region Hovedstadens PsykiatriProjekt- og Driftsafdelingen"|851
1000123|"Gert Flensborg"|"DI (Udvalg for E-business)"|""|"Gert Flensborg Nordisk Dæk Import A/S"|852
1000863|"Gert Gerber"|"Brancheforeningen for Kontor og Papir i Danmark – KONPA (Bestyrelse)"|""|"Gert Gerber, Direktør Scan Office ApS"|853
1000124|"Gert Jakobsen"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Gert Jakobsen Direktør Gert Jakobsen Transport ApS"|854
1001028|"Gert Jakobsen"|"ITD - International Transport Danmark (bestyrelse)"|"Næstformand"|"Gert Jakobsen, Gert Jakobsen Transport ApS, Bestyrelsesnæstformand"|854
1001051|"Gert Jonassen"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Gert Jonassen, Arbejdernes Landsbank (www.al-bank.dk)"|855
1000728|"Gert Kristensen"|"Dansk Aktionærforening (repræsentantskab)"|""|"Gert Kristensen, Statsautoriseret revisor"|856
1000731|"Gert Kristensen"|"Dansk Aktionærforening (Generalforsamlingsudvalg)"|""|"Gert Kristensen,"|856
1001029|"Gert Nicolaisen"|"Danske Speditører (bestyrelse)"|""|"Gert Nicolaisen, Ohl Logistics A/S"|857
1000152|"Gert R. Jonassen"|"Kooperationen - Den kooperative Arbejdsgiver- og Interesseorganisation i Danmark (Bestyrelse)"|""|"Direktør Gert R. Jonassen Arbejdernes Landsbank"|858
1000745|"Gert Roerholt"|"Dansk Renseri Forening (bestyrelse)"|""|"Gert Roerholt, Bestyrelsesmedlem"|859
1000749|"Gert Roerholt"|"Dansk Renseri Forening (Aktivitetsudvalg)"|""|"Gert Roerholt, Formand"|859
1000143|"Gert Thomsen"|"Danske Malermestre (Direktion)"|""|"Gert Thomsen Kontorchef Fagretling bistand Forhandling af overenskomst"|860
1001071|"Gert Toft"|"Danboat, Søsportens Brancheforening (bestyrelse)"|""|"Gert Toft, Bestyrelsesmedlem - Gruppeformand for relationsgruppen"|861
1000945|"Gert Träger"|"Public Relations Branchen (bestyrelse)"|""|"Gert Träger, Traeger A/S, Suppleant"|862
1000857|"Ghita Astrup"|"Dansk Erhverv (bestyrelse)"|""|"Ghita Astrup, Adm. direktør"|863
1000787|"Ghita Nørby"|"Danmarks Kartoffel Råd"|""|"Ghita Nørby, Kgl. skuespiller"|864
1001050|"Gita Grüning"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|""|"Gita Grüning, TL (www.tl.dk)"|865
1001051|"Gita Grüning"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Gita Grüning, TL (www.tl.dk)"|865
1000713|"Gitte Andersen"|"Danske Arkitektvirksomheder (internationale udvalgs netværksgruppe )"|""|"Gitte Andersen, SIGNAL Arkitekter"|866
1000830|"Gitte Christensen"|"Byggesocietetet (Netværksgruppe9 i Aalborg)"|""|"Gitte Christensen, ENG Arkitekter"|867
1000719|"Gitte Elefsen"|"Bygherreforeningen (bestyrelse)"|""|"Gitte Elefsen, Afdelingsdirektør Danske Bank"|868
1001060|"Gitte Enggaard"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Gitte Enggaard, Direktør Bil Center Syd A/S"|869
1000788|"Gitte Grønbæk"|"Dansk Kvæg (bestyrelse)"|"Direktør"|"Gitte Grønbæk, Direktør"|870
1000851|"Gitte Hansen"|"Landbrug & Fødevarer (Havebrugsudvalget)"|""|"Gitte Hansen,"|871
1000852|"Gitte Hansen"|"Landbrug & Fødevarer (Familieudvalget)"|"Næstformand"|"Gitte Hansen, Næstformand"|871
1001080|"Gitte Hejberg"|"Danske Specialmedier (bestyrelse)"|""|"Gitte Hejberg, Fagbladet FOA"|872
1000934|"Gitte Holte Nielsen"|"Jobrådgivernes Brancheforening (bestyrelse)"|""|"Gitte Holte Nielsen, Naesborg"|873
1000969|"Gitte Ina Nielsen"|"VP Securities A/S (bestyrelse)"|""|"Gitte Ina Nielsen, Systems developer"|874
1000869|"Gitte Just"|"Danish Design Association (bestyrelse)"|"Gitte Just"|"Gitte Just, Direktør"|875
1001005|"Gitte Maribo"|"Daginstitutionernes Lands-Organisation (DLO) (bestyrelse)"|""|"Gitte Maribo, rep. Børneringen"|876
1000931|"Gitte Ryberg"|"International Chamber of Commerce Denmark (ICC-Denmark) (Trade finance forum)"|""|"Gitte Ryberg, Spar Nord Bank"|877
1000735|"Gitte Skouby"|"Dansk Aktionærforening (Skatteudvalg)"|""|"Gitte Skouby,"|878
1000911|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Analyseudvalg)"|"Sekretær"|"Gorm Boe Petersen, (sekretær), head of department, gbp@dvca.dk"|879
1000912|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Business Angels Udvalget)"|"Sekretær"|"Gorm Boe Petersen, sekretær, gbp@dvca.dk"|879
1000914|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Private Equity Udvalg)"|"Sekretær"|"Gorm Boe Petersen, (sekretær), head of department gbp@dvca.dk"|879
1000915|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Skatteudvalget)"|"Sekretær"|"Gorm Boe Petersen, (sekretær), head of department, gbp@dvca.dk"|879
1000916|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Uddannelsesudvalg)"|"Sekretær"|"Gorm Boe Petersen, (sekretær), head of department, gbp@dvca.dk"|879
1000917|"Gorm Boe Petersen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Ventureudvalg)"|"Sekretær"|"Gorm Boe Petersen, (sekretær), head of department, gbp@dvca.dk DVCA"|879
1000798|"Gorm Praefke"|"Børsmæglerforeningen (bestyrelse)"|""|"Gorm Praefke , Executive Director Nordea Bank Danmark"|880
1000800|"Gorm Praefke Nordea Bank Danmark"|"Børsmæglerforeningen (Aktieudvalget )"|""|"Gorm Praefke Nordea Bank Danmark, Executive Director"|881
1000910|"Gregers Kronborg"|"Dansk Venture- og Kapitalfondsforening - DVCA (bestyrelse)"|"Næstformand"|"Gregers Kronborg, (næstformand) General partner, Northzone Ventures"|882
1000917|"Gregers Kronborg"|"Dansk Venture- og Kapitalfondsforening - DVCA (Ventureudvalg)"|"Formand"|"Gregers Kronborg, (formand), general partner, kronborg@northzone.com Northzone Ventures"|882
3000054|"Gregers Wedell-Wedellsborg"|"Foreningen af danske interaktive medier (bestyrelse)"|""|"Gregers Wedell-Wedellsborg, TV 2"|883
1000141|"Grete Højgaard"|"DI (Udvalg for Turisme)"|""|"Grete Højgaard Adm. direktør DANSK KØBESTÆVNE Fredericia Messecenter"|884
1000822|"Grethe Kyed"|"Byggesocietetet (formandskabet)"|"forretningsfører"|"Grethe Kyed, Forretningsfører"|885
1000823|"Grethe Kyed"|"Byggesocietetet (landsbetyrelsen)"|"forretningsfører"|"Grethe Kyed, Forretningsfører"|885
1001012|"Grimur Lund"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Grimur Lund , grimur.lund@aveva.com"|886
1000787|"Gunnar Andersen"|"Danmarks Kartoffel Råd"|""|"Gunnar Andersen, formand for Kartoffelmuseet, Otterup"|887
1001053|"Gunni Mikkelsen"|"De Danske Bilimportører (bestyrelse)"|""|"Gunni Mikkelsen, Adm. direktør Iveco Danmark A/S"|888
1000112|"Gustav Petersen"|"Tekniq - Installatørernes Organisation (Bestyrelse)"|""|"Medlem, Kundechef Gustav Petersen Glenco A/S"|889
1000742|"Gustav Øglend"|"Danmarks Fiskeriforening (bestyrelse)"|""|"Gustav Øglend,"|890
1000719|"Gyrithe Saltorp"|"Bygherreforeningen (bestyrelse)"|""|"Gyrithe Saltorp, Direktør,Københavns Ejendomme, suppleant"|891
1000836|"Gyrithe Saltorp"|"Byggesocietetet (Københavnsudvalget )"|""|"Gyrithe Saltorp, Københavns Ejendomme"|891
1000756|"H. Ulf Christensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Energi, Miljø & Klima-udvalget)"|""|"H. Ulf Christensen,NRGi Rådgivning"|892
1000108|"Halldór Pall Ragnarsson"|"Dansk Arbejdsgiverforening (DA) (Bestyrelse)"|""|"Direktør Halldor P. Ragnarsson E. Pihl & Søn A.S."|893
1000109|"Halldór Pall Ragnarsson"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Direktør Halldor P. Ragnarsson E. Pihl & Søn A.S."|893
1000149|"Halldór Pall Ragnarsson"|"Dansk Byggeri (Bestyrelse)"|"Formand"|"Formand Direktør Halldór Pall Ragnarsson E. Pihl & Søn A.S."|893
1000977|"Hamish Douglas Stewart"|"Dansk Akvakultur (Skaldyr)"|""|"Hamish Douglas Stewart,"|894
1000952|"Hanna Løyche"|"Brancheforeningen for Sæbe, Parfume og Teknisk/Kemiske artikler (bestyrelse)"|"Adm. Direktør"|"Hanna Løyche, adm. Direktør"|895
1001016|"Hannah Knust"|"IT-Brancheforeningen (Juridisk udvalg)"|""|"Hannah Knust, Oracle Danmark A/S  hannah.knust@oracle.com"|896
1001083|"Hannah Weil"|"Danske Specialmedier (Aktivitetsudvalg – Idé-Gruppen)"|""|"Hannah Weil, Magasinet Arbejdsmiljø"|897
1000996|"Hanne Bay"|"DANSK IT (bestyrelse)"|""|"Hanne Bay, Manager Rambøll"|898
1000999|"Hanne Bay"|"DANSK IT (IT og Jura)"|"Formand"|"Hanne Bay, Manager cand. jur., Rambøll Management (formand)"|898
1000878|"Hanne Budsted"|"Dansk Detail (bestyrelse)"|""|"Hanne Budsted, Salsa / Tøjgården, Hillerød"|899
1001035|"Hanne Hass"|"Danske Speditører (Fagudvalg Told)"|""|"Hanne Hass, Kuehne + Nagel A/S"|900
1000807|"Hanne Holgaard"|"Fjerkræafgiftsfonden (bestyrelse)"|""|"Hanne Holgaard, Fagligt Fælles Forbund"|901
1000706|"Hanne Narvestad"|"Dansk Vejforening (bestyrelse)"|""|"Hanne Narvestad, Marketing manager Grontmij A/S"|902
1000873|"Hanne Nehmar"|"Danmarks Rejsebureau Forening (bestyrelse)"|""|"Hanne Nehmar, Formand, Incoming"|903
1000968|"Hanne Normann"|"Energiretsforeningen (bestyrelse)"|""|"Hanne Normann, Koncernjurist fra DONG Energy"|904
1000107|"Hanne Nylev"|"DS Håndværk & Industri (Hovedbestyrelsen)"|""|"5762 Vester Skerninge"|905
1000128|"Hanne Rasmussen"|"DI (Udvalg for Informationssikkerhed)"|""|"Hanne Rasmussen Senior Sales Consultant Oracle Danmark ApS"|906
1000134|"Hanne Selsholt Britz"|"DI (Udvalg for Offentlig-privat samspil)"|""|"Hanne Selsholt Britz Direktør Nordjyllands Regionsvaskeri A/S"|907
1000852|"Hanne Topp"|"Landbrug & Fødevarer (Familieudvalget)"|""|"Hanne Topp, ØST"|908
1000710|"Hanne Vinkel"|"Danske Arkitektvirksomheder (Bæredygtighedsudvalget)"|""|"Hanne Vinkel, Nova5 Arkitekter"|909
1000823|"Hans-Bo Hyldig"|"Byggesocietetet (landsbetyrelsen)"|""|"Hans-Bo Hyldig, FB Gruppen A/S, Medlem af Landsbestyrelsen, Formand for Byggesocietetet København,"|910
1001024|"Hans-Erik Schou"|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|""|"Hans-Erik Schou, Hewlett-Packard ApS  hans-erik.schou@hp.com"|911
1000815|"Hans-Erik Wolff"|"FABA - Foreningen af Fabrikanter og Importører af Elektriske Belysningsarmaturer (bestyrelse)"|"Formand"|"Hans-Erik Wolff, Direktør Louis Poulsen Lighting A/S, Formand"|912
1000791|"Hans-Georg Nielsen"|"Glarmesterlauget i Danmark (bestyrelse)"|"Direktør"|"Hans-Georg Nielsen, direktion"|913
1000792|"Hans-Georg Nielsen"|"Glarmesterlauget i Danmark (forretningsudvalg)"|"Direktør"|"Hans-Georg Nielsen, direktion"|913
1000969|"Hans-Henrik Eigtved"|"VP Securities A/S (bestyrelse)"|""|"Hans-Henrik Eigtved, Vicedirektør"|914
1001041|"Hans-Henrik Rasmussen"|"Dansk Planteværn (bestyrelse)"|""|"Hans-Henrik Rasmussen, Teknisk chef Cillus A/S, Kasserer"|915
1001060|"Hans-Jørgen Jørgensen"|"Danmarks Automobilforhandler Forening (bestyrelse)"|""|"Hans-Jørgen Jørgensen, Direktør Als Motor A/S"|916
1000767|"Hans-Jørgen Knudsen"|"Den Danske Finansanalytikerforening (DDF) (Aktieudvalget)"|""|"Hans-Jørgen Knudsen, CFA, Euler Hermes"|917
1000897|"Hans-Jørgen Lythje"|"Dansk Håndbold Forbund (arrangementsudvalget)"|"Formand"|"Hans-Jørgen Lythje, Bastrup Skovvej 24, 6580 Vamdrup"|918
1000898|"Hans-Jørgen Lythje"|"Dansk Håndbold Forbund (Internationalt udvalg)"|""|"Hans-Jørgen Lythje, Bastrup Skovvej 24, 6580 Vamdrup"|918
1000107|"Hans-Jørn Krogh Hansen"|"DS Håndværk & Industri (Hovedbestyrelsen)"|""|"3700 Rønne"|919
1000149|"Hans-Ulrik Jensen"|"Dansk Byggeri (Bestyrelse)"|"Næstformand"|"Næstformand Murermester Hans-Ulrik Jensen HUJ A/S"|920
1000109|"Hans-Ulrik Revsbech Jensen"|"Dansk Arbejdsgiverforening (DA) (Forretningsudvalg)"|""|"Murermester Hans-Ulrik Revsbech Jensen Murerfirmaet Hans Ulrik Jensen A/S"|921
1001024|"Hans Andersen"|"IT-Brancheforeningen (Udvalget for kopi og printproducenter)"|""|"Hans Andersen, Ricoh Danmark A/S  hans.andersen@ricoh.dk"|922
1000869|"Hans Axel Kristensen"|"Danish Design Association (bestyrelse)"|""|"Hans Axel Kristensen, (2. suppleant), Fridbjørg"|923
1000787|"Hans Beck Thomsen"|"Danmarks Kartoffel Råd"|""|"Hans Beck Thomsen, Restauratør"|924
1000837|"Hans Blinkilde"|"Byggesocietetet (Sundhedsudvalget )"|""|"Hans Blinkilde, NCC Construction Danmark A/S"|925
1000833|"Hans Bo Hyldig"|"Byggesocietetet (By- og planudvalget )"|""|"Hans Bo Hyldig, FB Gruppen A/S"|926
1000838|"Hans Bo Hyldig"|"Byggesocietetet (Solenergiudvalget )"|""|"Hans Bo Hyldig, FB Gruppen A/S"|926
1000694|"Hans Boesen"|"Foreningen af Danske Stammeejere af Mark- og Havefrø – DLF AmbA (bestyrelse)"|""|"Hans Boesen,"|927
1001057|"Hans Boesen"|"Patriotisk Selskab (Planteavlsudvalg)"|""|"Hans Boesen, Gårdejer Stenagergård Markbrug I/S"|927
1000848|"Hans Christian Hansen"|"Landbrug & Fødevarer (Økologisektionen – bestyrelse)"|""|"Hans Christian Hansen,"|928
1000940|"Hans Christian Mengel"|"Kemi & Life Science (bestyrelse)"|"Formand"|"Hans Christian Mengel, Kemira Water Danmark A/S, FORMAND"|929
1000146|"Hans Christian Munck"|"Asfaltindustrien (Bestyrelse)"|""|"Adm. direktør Hans Christian Munck Munck Asfalt a/s"|930
1000971|"Hans Erik Bylling"|"Dansk Akvakultur (bestyrelse)"|""|"Hans Erik Bylling,"|931
1000976|"Hans Erik Bylling"|"Dansk Akvakultur (Foderfirmaer)"|""|"Hans Erik Bylling ,"|931
1000848|"Hans Erik Jørgensen"|"Landbrug & Fødevarer (Økologisektionen – bestyrelse)"|""|"Hans Erik Jørgensen,"|932
1000117|"Hans Fog"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Hans Fog Direktør Forenede Service A/S"|933
1000134|"Hans Fog"|"DI (Udvalg for Offentlig-privat samspil)"|""|"Hans Fog Direktør Forenede Service A/S"|933
1000870|"Hans Hebo"|"Danmarks Fiskehandlere (bestyrelse)"|"Næstformand"|"Hans Hebo, næstformand og kasserer, Nørreport Fiskehus, Frederiksborggade 7, 1360 København K"|934
1000121|"Hans Hellstrøm Henningsen"|"DI (Hovedbestyrelse)"|""|"Hans Hellstrøm Henningsen CEO DBI Plastics A/S"|935
1000137|"Hans Hellstrøm Henningsen"|"DI (Udvalg for Skattepolitik)"|""|"Hans Hellstrøm Henningsen CEO DBI Plastics A/S"|935
1000703|"Hans Helmuth Lüttichau"|"Hedeselskabet (repræsentantskabet)"|""|"Hans Helmuth Lüttichau, Region Midtjylland"|936
1000727|"Hans Henrik Lund"|"Danske Cykelhandlere (bestyrelse)"|""|"Hans Henrik Lund, Bestyrelsesmedlem, Fri Cykelcentret ApS,"|937
1000720|"Hans Hervert Pedersen"|"Bygherreforeningen (Arbejdsmiljø)"|""|"Hans Hervert Pedersen, Forsvarets Bygnings- og Etablissementstjeneste"|938
1000706|"Hans Hjort-Hansen"|"Dansk Vejforening (bestyrelse)"|""|"Hans Hjort-Hansen, Transformation manager Codan Forsikring"|939
1000782|"Hans Holm"|"Maskinleverandørerne - Vej, Park & Anlæg (Bestyrelsen for Entreprenørsektionen)"|"Formand"|"Hans Holm, (Formand) Adm. direktør Johs. Møllers Maskiner A/S"|940
1000912|"Hans Houlind"|"Dansk Venture- og Kapitalfondsforening - DVCA (Business Angels Udvalget)"|""|"Hans Houlind, BAN-InVest"|941
1000131|"Hans J. Carstensen"|"DI (Udvalg for Medieindustri)"|""|"Hans J. Carstensen KoncerndirektørEgmont Administration A/S"|942
1000136|"Hans J. Carstensen"|"DI (Udvalg for Selskabsret)"|""|"Hans J. Carstensen Koncerndirektør Egmont Administration A/S"|942
1000816|"Hans J. Carstensen"|"DI ITEK (bestyrelse)"|""|"Hans J. Carstensen, KoncerndirektørEgmont Administration A/S"|942
1000849|"Hans Jakob Clausen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Hans Jakob Clausen,"|943
1000961|"Hans Jørgen Kaptain"|"Danske Advokater (bestyrelse)"|""|"Hans Jørgen Kaptain, Advokatfirma Hjulmand & Kaptain"|944
1001062|"Hans Jørgen Larsen"|"InvesteringsForeningsRådet (Bestyrelse)"|""|"Hans Jørgen Larsen, Direktør Jyske Invest"|945
1001063|"Hans Jørgen Larsen"|"InvesteringsForeningsRådet (Skatteudvalget )"|""|"Hans Jørgen Larsen, Jyske Invest"|945
1000829|"Hans Jørgen Vesthardt"|"Byggesocietetet (Netværksgruppe7 i Århus)"|"Styregruppe"|"Hans Jørgen Vesthardt, Vesthardt Arkitekter"|946
1000128|"Hans Jørn Lund-Andersen"|"DI (Udvalg for Informationssikkerhed)"|""|"Hans Jørn Lund-Andersen IT-sikkerhedschef DONG ENERGY A/S"|947
1000843|"Hans Klejsgård Hansen"|"Landbrug & Fødevarer (Virksomhedsbestyrelse)"|""|"Hans Klejsgård Hansen,, DAKA"|948
1000855|"Hans Kristian Kristensen"|"Dagligvareleverandørerne (IT og Logistikudvalg)"|""|"Hans Kristian Kristensen, Nordic SugarA/S."|949
1000814|"Hans Kristian Slot"|"VELTEK - VVS og EL-tekniske Leverandørers Brancheforening"|""|"Hans Kristian Slot, Adm. direktør NEOPERL Nordic A/S"|950
1001044|"Hans la Cour"|"Dansk Vand- og Spildevandsforening (DANVA) (Grundvandskomité)"|""|"Hans la Cour, Midtfyns Vandforsyning"|951
1000847|"Hans Luunbjerg"|"Landbrug & Fødevarer (Frøsektionen – bestyrelse)"|""|"Hans Luunbjerg,"|952
1000756|"Hans M. Friis-Møller"|"Foreningen af Rådgivende Ingeniører, F.R.I (Energi, Miljø & Klima-udvalget)"|"Formand"|"Hans M. Friis-Møller, Grontmij (Formand)"|953
1000943|"Hans O. Skov"|"Proagro (bestyrelse)"|""|"Hans O. Skov, Direktør Skovs Korn A/S"|954
1000146|"Hans Oluf Krog"|"Asfaltindustrien (Bestyrelse)"|"Næstformand"|"Adm. direktør Hans Oluf Krog (næstformand for Brancheforeningen) Colas Danmark A/S"|955
1000728|"Hans Peter Christensen"|"Dansk Aktionærforening (repræsentantskab)"|""|"Hans Peter Christensen, Direktør"|956
1000825|"Hans Peter Hertz"|"Byggesocietetet (Netværksgruppe2 i København)"|""|"Hans Peter Hertz, Designbrokers ApS"|957
1000703|"Hans Peter Hjerl"|"Hedeselskabet (repræsentantskabet)"|""|"Hans Peter Hjerl, Region Hovedstaden"|958
1000117|"Hans Peter Jensen"|"DI (Udvalg for arbejdsmarkedspolitik)"|""|"Hans Peter Jensen Adm. direktør Hans Jensen Lubricators A/S"|959
1000771|"Hans Peter Lindegård Buhrkal"|"Den Danske Finansanalytikerforening (DDF) (Finansfunktionen)"|""|"Hans Peter Lindegård Buhrkal, KPMG"|960
1000820|"Hans Peter Mikkelsen"|"Dansk Ejendomsmæglerforening (økonomiråd)"|""|"H. P. Mikkelsen, 6. kreds"|961
1000795|"Hans Peter Nielsen"|"Danske Bedemænd Sekretariatet (bestyrelse)"|""|"Hans Peter Nielsen,"|962
1000691|"Hans Peter Nissen"|"Danske Dagblades Forening (Distributions- og bladsalgsudvalget)"|""|"Hans Peter Nissen, Koncernlogistikdirektør, formand"|963
1000787|"Hans Skjerning"|"Danmarks Kartoffel Råd"|""|"Hans Skjerning, Kold College, Odense, Direktør"|964
1000817|"Hans Skovgaard"|"Dansk Ejendomsmæglerforening (formandsråd)"|""|"Hans Skovgaard, 5. kreds"|965
1000113|"Hans Thomsen"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Direktør Hans Thomsen Grafisk Spektrum ApS, Haslev"|966
1000121|"Hans Ulrich"|"DI (Hovedbestyrelse)"|""|"Hans Ulrich, R. Fabrikant Ulfoss Plastic A/S"|967
1000124|"Hans Ulrich"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Hans Ulrich, R. Fabrikant Ulfoss Plastic A/S"|967
1000860|"Hans Vengberg"|"Brancheforeningen automatik, tryk & transmission (bestyrelse)"|""|"Hans Vengberg, Direktør Dansk Risikoanalyse"|968
1000121|"Hans Vestergaard"|"DI (Hovedbestyrelse)"|""|"Hans Vestergaard Adm direktør AUTOHUSET VESTERGAARD A/S Lastvogne"|969
1000704|"Hans Vestergaard"|"Bilbranchen (bestyrelse)"|"Formand"|"Hans Vestergaard, (Formand)"|969
1001017|"Hans Wendschlag"|"IT-Brancheforeningen (Miljøudvalget)"|""|"Hans Wendschlag, Hewlett-Packard ApS  hans.wendschlag@hp.com"|970
1001050|"Harald Børsting"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|""|"Harald Børsting, LO (www.lo.dk)"|971
1001051|"Harald Børsting"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Harald Børsting, LO (www.lo.dk)"|971
